,ID,Sentence,Actual Aspect Terms,Actual Sentiment Terms,Actual Polarities,Generated Aspect Terms,Generated Sentiment Terms,Generated Polarities
1320,1393,The food is so cheap and the waiters are nice.,"['food', 'waiters']","[[], []]","['positive', 'positive']","['food', 'waiters']","[['cheap'], ['nice']]","[None, None]"
1321,890,"Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.","['sushi', 'fish']","[[], []]","['positive', 'neutral']","['pieces', 'plate', 'goodness', 'sushi', 'place']","[['gigantic'], ['overflowing'], ['thank'], ['simple', 'elegant'], ['is', 'better', 'is']]","[None, None, None, None, None]"
1322,1502,big and soft as well as good lunch food.,['lunch food'],[[]],['positive'],['lunch food'],[['good']],[None]
1323,626,The rice was poor quality and was cooked so badly it was hard.,"['rice', 'quality', 'cooked']","[[], [], []]","['negative', 'negative', 'negative']",['quality'],[['poor']],[None]
1324,1969,The food and staff always surprise me with the new heights they are taken to.,"['food', 'staff']","[[], []]","['positive', 'positive']","['staff food', 'heights']","[['surprise'], ['new']]","[None, None]"
1325,953,"We were on our way back to NJ, and since I am in NY, we figured why not grab some food?",['food'],[[]],['neutral'],['food'],[['grab']],[None]
1326,808,The wine list is interesting and has many good values.,['wine list'],[[]],['positive'],"['wine list', 'values']","[['interesting'], ['many', 'good', 'has']]","[None, None]"
1327,259,"While the menu isn't especially groundbreaking, everything I've tried so far has been well-executed and tasty.",['menu'],[[]],['conflict'],['menu'],[['groundbreaking']],[None]
1328,625,The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,"['lunch menu', 'appetizer', 'entree']","[[], [], []]","['positive', 'positive', 'positive']","['lunch menu', 'appetizer']","[[], ['complimentary', 'offers']]","[None, None]"
1329,827,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.","['portions', 'appetizer', 'entree']","[[], [], []]","['positive', 'neutral', 'neutral']","['portions', 'things', 'entree appetizer', 'person entree']","[['HUGE'], ['order'], [], []]","[None, None, None, None]"
1330,235,"The noise level was unbearable, conversation impossible.",['noise level'],[[]],['negative'],"['noise level', 'conversation']","[['unbearable'], ['impossible']]","[None, None]"
1331,136,The service was attentive and her suggestions of menu items was right on the mark.,"['service', 'menu items']","[[], []]","['positive', 'positive']",['service'],[['attentive']],[None]
1332,617,Other apetizers and food,"['apetizers', 'food']","[[], []]","['neutral', 'neutral']",['apetizers'],[['Other']],[None]
1333,1970,Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,['pizza'],[[]],['neutral'],"['pizza', 'Fresca']","[['outstanding', 'expecting'], ['love']]","[None, None]"
1334,837,It was not above ordinary and the beef version had cheap (undercooked) beef.,"['beef version', 'beef']","[[], []]","['negative', 'negative']",['beef version'],"[['cheap', 'undercooked', 'had', 'had']]",[None]
1335,843,"Oh, and the complimentary pudding dessert was just enough- yummy!",['pudding dessert'],[[]],['positive'],['pudding dessert'],"[['complimentary', 'yummy']]",[None]
1336,960,"Apparently, the good cook works then.",['cook'],[[]],['positive'],['cook'],"[['good', 'works']]",[None]
1337,593,They came out over cooked and the cheese was almost non existant.,['cheese'],[[]],['negative'],['cheese'],[['existant']],[None]
1338,1315,It is also extremely well priced.,['priced'],[[]],['positive'],[],[],[]
1339,1526,The staff there is very attentive and down to earth.,['staff'],[[]],['positive'],['staff'],[['attentive']],[None]
1340,1292,"The food was just OK, I would never go back.",['food'],[[]],['neutral'],['food'],[['OK']],[None]
1341,344,Pastrami or corned beef are juicy and piled high (ask for extra rye bread).,"['Pastrami or corned beef', 'rye bread']","[[], []]","['positive', 'positive']","['Pastrami beef', 'corned Pastrami', 'rye bread']","[['juicy'], [], ['extra']]","[None, None, None]"
1342,1926,THE BIG COMPLAINT: NO TOASTING AVAILABLE.,['TOASTING'],[[]],['negative'],"['COMPLAINT', 'TOASTING']","[['BIG'], ['AVAILABLE']]","[None, None]"
1343,1582,"Bottom line: B+ for the food, F for the service.","['food', 'service']","[[], []]","['positive', 'negative']","['Bottom line', 'food line', 'service F']","[[], [], []]","[None, None, None]"
1344,294,"There was a small wait, but shorter than I expected.",['wait'],[[]],['conflict'],['wait'],"[['small', 'was']]",[None]
1345,365,"delicious bagels, especially when right out of the oven.",['bagels'],[[]],['positive'],['bagels'],[['delicious']],[None]
1346,179,"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.","['pasta dishes', 'tiramisu']","[[], []]","['positive', 'positive']","['advice word', 'room', 'tiramisu']","[[], ['save'], ['had']]","[None, None, None]"
1347,660,"Friendly and informative staff, very attentive and prompt raw bar service.","['staff', 'bar service']","[[], []]","['positive', 'positive']","['bar service', 'service staff']","[['prompt', 'raw'], ['prompt', 'raw', 'Friendly', 'attentive']]","[None, None]"
1348,997,There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!,"['Blue Point oysters', 'beer', 'glass of wine']","[[], [], []]","['neutral', 'neutral', 'neutral']","['deal', 'glass beer', 'wine glass']","[['great', 'was'], [], []]","[None, None, None]"
1349,15,"I asked for seltzer with lime, no ice.",['seltzer with lime'],[[]],['neutral'],[],[],[]
1350,1111,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.","['manager', 'reservation', 'bar', 'wait']","[[], [], [], []]","['positive', 'neutral', 'neutral', 'positive']","['reservation night', 'while', 'manager', 'wait', 'experience']","[[], ['little'], ['nice'], ['made'], ['great', 'made']]","[None, None, None, None, None]"
1351,1395,The bartender on my most recent visit was so incredibly rude that I will never go back.,['bartender'],[[]],['negative'],['visit bartender'],"[['recent', 'rude']]",[None]
1352,166,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.","['sushi', 'ceviche mix (special)', 'crab dumplings', 'assorted sashimi', 'sushi', 'rolls', 'sake', 'banana tempura']","[[], [], [], [], [], [], [], []]","['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']","['ceviche mix', 'dumplings mix', 'sashimi mix', 'sushi mix', 'rolls mix', 'types mix', 'banana tempura', 'tempura mix']","[['included', 'special'], ['included', 'special'], ['assorted', 'included', 'special'], ['included', 'special'], ['included', 'special'], ['included', 'special'], [], ['included', 'special']]","[None, None, None, None, None, None, None, None]"
1353,1888,There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,['delivery guys'],[[]],['negative'],"['downside', 'guys', 'attitude']","[['is'], ['have'], ['MAJOR', 'have']]","[None, None, None]"
1354,1360,"If you are someone who appreciates the same things but hope to have food to spare or share, Kai may not be the best option.",['food'],[[]],['neutral'],"['things', 'food', 'option']","[['same', 'appreciates'], ['have'], ['best']]","[None, None, None]"
1355,60,"The cuisine from what I've gathered is authentic Taiwanese, though its very different from what I've been accustomed to in Taipei.",['cuisine'],[[]],['neutral'],['cuisine'],[['Taiwanese']],[None]
1356,710,"The production is a symphony, alot of fun to experience.The food sublime for the most part.",['food'],[[]],['positive'],"['experience fun', 'food']","[[], ['is']]","[None, None]"
1357,677,They pray to their Food Gods to make them into a good pizza like VT's.,['pizza'],[[]],['negative'],['pizza'],[['good']],[None]
1358,1379,"The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful.","['bread', 'paratha bread', 'bread', 'stuffing', 'tandoori']","[[], [], [], [], []]","['positive', 'positive', 'negative', 'positive', 'positive']","['paratha bread', 'bread bread', 'stuffing']","[['soft', 'plain'], ['soft', 'plain', 'soft', 'plain'], ['styled']]","[None, None, None]"
1359,781,We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.,"['staff', 'manager', 'menu selections']","[[], [], []]","['positive', 'positive', 'positive']","['staff', 'suggestions']","[['enthusiastic'], ['excellent', 'made']]","[None, None]"
1360,425,It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.,['drink'],[[]],['neutral'],"['drink', 'something']","[['get'], ['bring']]","[None, None]"
1361,293,"good music, great food, speedy service affordable prices.","['music', 'food', 'service', 'prices']","[[], [], [], []]","['positive', 'positive', 'positive', 'positive']","['food music', 'service music', 'prices music']","[['great', 'good'], ['speedy', 'good'], ['affordable', 'good']]","[None, None, None]"
1362,1066,"The staff are attentive, and have smiles on their faces.",['staff'],[[]],['positive'],"['staff', 'smiles']","[['attentive'], ['have']]","[None, None]"
1363,1799,The food is alright - some stuff is good - some is not (like the steak dish which tends to be dry).,"['food', 'steak dish']","[[], []]","['conflict', 'negative']","['food', 'stuff', 'steak dish']","[['alright'], ['good'], []]","[None, None, None]"
1364,330,"Terrible, terrible management - deserves to be shut-down.",['management'],[[]],['negative'],['management'],"[['Terrible', 'terrible']]",[None]
1365,430,"Also, top the meal with a delicious and perfect slice of tiramisu.","['tiramisu', 'meal']","[[], []]","['positive', 'neutral']","['meal', 'tiramisu slice']","[['top'], ['delicious']]","[None, None]"
1366,1013,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,"['icing on the cake', 'tiramisu']","[[], []]","['negative', 'negative']","['cake icing', 'nothing']","[[], ['resembled']]","[None, None]"
1367,80,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.","['Food', 'chef', 'fish dishes', 'soups', 'kitchen', 'cuisine']","[[], [], [], [], [], []]","['conflict', 'positive', 'positive', 'positive', 'positive', 'positive']","['refinement oasis', 'pinnacles', 'cuisine chef', 'execution passion']","[['evident'], ['reaches'], [], ['precise', 'new', 'American', 'fine']]","[None, None, None, None]"
1368,1053,Love the Jazz bands on Fri and Sat.,['Jazz bands'],[[]],['positive'],['bands'],[['Love']],[None]
1369,938,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.","['The chicken pot pie', 'cheeseburger', 'service']","[[], [], []]","['positive', 'positive', 'positive']","['chicken pot', 'pot pie', 'cheeseburger', 'service wan']","[[], ['excpetiona'], ['huge'], ['professional', 'warm']]","[None, None, None, None]"
1370,835,"From the entrees to the sides to the drinks, everything was creatively prepared yet still simple.","['entrees', 'sides', 'drinks']","[[], [], []]","['positive', 'positive', 'positive']",[],[],[]
1371,750,"I almost wanted to write a bad review, so no one would ever go here and I could have all the dumplings to myself!",['dumplings'],[[]],['positive'],"['review', 'one', 'dumplings']","[['bad', 'write'], ['go'], ['have']]","[None, None, None]"
1372,891,The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,"['menu', 'variety of dishes', 'seafood']","[[], [], []]","['positive', 'positive', 'positive']","['menu', 'variety', 'ways']","[['seemed'], ['wide', 'have'], ['interesting']]","[None, None, None]"
1373,255,The sangria was pretty tasty and good on a hot muggy day.,['sangria'],[[]],['positive'],"['sangria', 'day']","[['tasty'], ['hot', 'muggy']]","[None, None]"
1374,1742,The waiter was attentive.,['waiter'],[[]],['positive'],['waiter'],[['attentive']],[None]
1375,1483,The waitresses are nice--also you can just get counter service sit.,"['waitresses', 'counter service']","[[], []]","['positive', 'positive']","['waitresses', 'counter service']","[['nice'], ['get']]","[None, None]"
1376,1967,"Great wine, great food.","['wine', 'food']","[[], []]","['positive', 'positive']",['food wine'],"[['great', 'Great']]",[None]
1377,1408,There are much better places in NY with better prices.,['prices'],[[]],['negative'],"['places', 'prices']","[['better', 'are'], ['better']]","[None, None]"
1378,1338,"I have had so many dinners here and it's always been perfect - on a date with my husband, with my mom, with girlfriends and larger groups.",['dinners'],[[]],['positive'],"['dinners', 'husband date', 'mom husband', 'groups']","[['many', 'had'], [], [], ['larger']]","[None, None, None, None]"
1379,1109,We could only get through an appetizer and cheese fondue.,"['appetizer', 'cheese fondue']","[[], []]","['neutral', 'neutral']","['appetizer fondue', 'cheese appetizer']","[[], []]","[None, None]"
1380,137,The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.,['three course meal'],[[]],['positive'],"['night', 'course meal', 'everything', 'plate']","[['other'], ['had'], ['delicious'], ['licked']]","[None, None, None, None]"
1381,1136,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,['pizza'],[[]],['positive'],"['pizza place', 'place jem']","[[], ['want']]","[None, None]"
1382,1219,The food was mediocre at best but it was the horrible service that made me vow never to go back.,"['food', 'service']","[[], []]","['neutral', 'negative']","['food', 'service']","[['mediocre'], ['horrible']]","[None, None]"
1383,853,great place to go for a drink too because they have 100 kinds of beer.,"['kinds of beer', 'drink']","[[], []]","['positive', 'neutral']","['place', 'kinds']","[['great'], ['have']]","[None, None]"
1384,1203,"The crackling calamari salad, which is usually a cheap disaster at many restaurants, is crispy and lightly dressed.",['crackling calamari salad'],[[]],['positive'],"['crackling salad', 'calamari salad', 'disaster', 'restaurants']","[['crispy'], ['crispy'], ['cheap'], ['many']]","[None, None, None, None]"
1385,1894,This place is the most Japanese it can ever get.,['place'],[[]],['positive'],['place'],[['Japanese']],[None]
1386,724,"If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.","['food', 'amount']","[[], []]","['negative', 'negative']","['city', 'food', 'restaurants', 'time square', 'amount']","[['new'], ['better', 'find'], ['small'], [], ['spend']]","[None, None, None, None, None]"
1387,860,But the thai is definitely not great -- bland and indistinguished.,['thai'],[[]],['negative'],['thai'],[['great']],[None]
1388,970,"My co-workers had to wait almost an hour for delivery, only to discover that what they got was not what they ordered.",['delivery'],[[]],['negative'],"['co-workers', 'hour']","[['had'], ['wait']]","[None, None]"
1389,497,The prices were fantastic.,['prices'],[[]],['positive'],['prices'],[['fantastic']],[None]
1390,951,(Always ask the bartender for the SEASONAL beer!!!,"['SEASONAL beer', 'bartender']","[[], []]","['positive', 'neutral']","['bartender', 'beer']","[['ask'], ['SEASONAL']]","[None, None]"
1391,806,The Singapore Mai Fun had NO curry flavor whatsoever.,"['Singapore Mai Fun', 'curry flavor']","[[], []]","['negative', 'negative']","['Fun', 'curry flavor']","[['had'], ['had']]","[None, None]"
1392,130,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.","['ambiance', 'service', 'foods', 'tastes', 'sommlier', 'captain', 'back waiters']","[[], [], [], [], [], [], []]","['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']","['folks area', 'star service', 'service ambiance', 'maze sommlier', 'captain maze', 'waiters captain', 'foods']","[['understand'], [], ['romantic', 'alluring'], ['complicated', 'featuring'], ['complicated'], [], ['authentic']]","[None, None, None, None, None, None, None]"
1393,338,I have been to spice three times- twice during lunch and once at dinner.,"['lunch', 'dinner']","[[], []]","['neutral', 'neutral']",['dinner lunch'],[[]],[None]
1394,2005,I have to say that if this what makes it easier to get a saet a lunch- I dont mind.,['lunch'],[[]],['neutral'],"['saet', 'lunch']","[['get'], ['get']]","[None, None]"
1395,609,We both opted for a pasta dish and they were served timely and fresh.,"['pasta dish', 'served']","[[], []]","['positive', 'positive']",['pasta dish'],[[]],[None]
1396,1149,They are the best bagels I've had.,['bagels'],[[]],['positive'],['bagels'],[['best']],[None]
1397,196,"It is set far from the small street it's on, and there is no traffic noise.",['traffic noise'],[[]],['positive'],"['street', 'traffic noise']","[['small'], ['is']]","[None, None]"
1398,1251,What an amazing meal and experience!,['meal'],[[]],['positive'],['experience meal'],[['amazing']],[None]
1399,1293,Zero ambiance to boot.,['ambiance'],[[]],['negative'],['ambiance'],[['Zero']],[None]
1400,1986,We also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them.,"['hot dogs', 'menu']","[[], []]","['neutral', 'neutral']","['dogs', 'menu section']","[['hot', 'ordered'], ['whole', 'is']]","[None, None]"
1401,910,"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.","['food', 'noise']","[[], []]","['neutral', 'negative']","['food lot', 'noise food', 'chance food', 'bridge chance', 'folks bridge']","[['mediocre', 'pay'], ['mediocre'], ['mediocre'], ['fellow'], ['fellow']]","[None, None, None, None, None]"
1402,585,"Best Italian food I ever had (and being Italian, that means alot).",['Italian food'],[[]],['positive'],['food'],"[['Best', 'Italian']]",[None]
1403,104,I look forward to eating here again,['eating'],[[]],['positive'],[],[],[]
1404,1865,"Ambience is so cute and quaint, good for business although we were there on vacation.",['Ambience'],[[]],['positive'],['Ambience'],[['cute']],[None]
1405,1968,"The service was mediocre, and the lack of air conditioning made for a less than comfortable meal.","['service', 'air conditioning', 'meal']","[[], [], []]","['neutral', 'negative', 'negative']","['service', 'air conditioning', 'conditioning lack', 'meal']","[['mediocre'], [], ['made'], ['comfortable']]","[None, None, None, None]"
1406,720,"While there are plenty of places to go for a good corned beef sandwich, Katz's has a charm about it.",['corned beef sandwich'],[[]],['positive'],"['plenty', 'corned beef', 'beef sandwich', 'Katz', 'charm']","[['are'], [], ['good'], ['has'], ['has']]","[None, None, None, None, None]"
1407,885,All of the pizzas are terrific and the price is even better!,"['pizzas', 'price']","[[], []]","['positive', 'positive']",['price'],[['better']],[None]
1408,777,The people in the restaurant were pretty obnoxious and loud.,['people'],[[]],['negative'],['people'],[['obnoxious']],[None]
1409,1570,I complete the total bagel experience by having it lightly toasted.,['bagel'],[[]],['positive'],['bagel experience'],"[['total', 'complete']]",[None]
1410,850,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,"['goat cheese', 'panchetta', 'raddichio']","[[], [], []]","['positive', 'positive', 'negative']","['goat cheese', 'panchetta cheese', 'raddichio']","[[], [], ['bitter']]","[None, None, None]"
1411,895,"Great food, great lay out and awesome service.","['food', 'lay out', 'service']","[[], [], []]","['positive', 'positive', 'positive']","['lay out', 'out food', 'service food']","[['great'], ['great', 'Great'], ['awesome', 'Great']]","[None, None, None]"
1412,228,This is an amazing place to try some roti rolls.,['roti rolls'],[[]],['positive'],"['place', 'rolls']","[['amazing'], ['try']]","[None, None]"
1413,1890,The prices are exceptionally reasonable for food of this caliber.,"['prices', 'food']","[[], []]","['positive', 'positive']","['prices', 'caliber food']","[['reasonable'], []]","[None, None]"
1414,1326,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,['food'],[[]],['positive'],['wife'],[['ate']],[None]
1415,1300,The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,"['coat check girls', 'coat check girls']","[[], []]","['negative', 'negative']","['disappointment', 'night']","[['only'], ['non-busy']]","[None, None]"
1416,127,"Ambiance and music funky, which I enjoy.","['Ambiance', 'music']","[[], []]","['positive', 'positive']",['music Ambiance'],[['funky']],[None]
1417,406,Metrazur has a beautiful spot overlooking the main terminal.,['spot'],[[]],['positive'],"['Metrazur', 'spot', 'terminal']","[['has'], ['beautiful', 'has'], ['main', 'overlooking']]","[None, None, None]"
1418,776,Dinner took almost 4 hours without any lag time.,['Dinner'],[[]],['negative'],"['Dinner', 'hours', 'lag time']","[['took'], ['took'], []]","[None, None, None]"
1419,822,"During our meal, the management came over and checked on us and even bought us a round of drinks.","['management', 'meal', 'round of drinks']","[[], [], []]","['positive', 'neutral', 'neutral']","['management', 'round']","[['came'], ['bought']]","[None, None]"
1420,712,"my wife and i have been going to nyc for years and wouldn't miss roxy,s food is expensive but it's new york!",['food'],[[]],['conflict'],"['wife', 'roxy', 'food', 'york']","[['going'], ['miss'], ['expensive'], ['new']]","[None, None, None, None]"
1421,1898,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",['atmosphere'],[[]],['neutral'],"['nothing', 'Sushi establishment']","[['special', 'feels'], []]","[None, None]"
1422,1061,The manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.,"['manager', 'bill']","[[], []]","['negative', 'neutral']","['manager', 'bill anything', 'sophistication lack', 'group sophistication']","[['claimed'], [], ['shows'], ['entire']]","[None, None, None, None]"
1423,1164,Decor is nice though service can be spotty.,"['Decor', 'service']","[[], []]","['positive', 'negative']","['Decor', 'service']","[['nice'], ['spotty']]","[None, None]"
1424,304,I must say the view of NYC is so beautiful!,['view'],[[]],['positive'],['view'],[['beautiful']],[None]
1425,268,Fish was overdone.,['Fish'],[[]],['negative'],['Fish'],[['overdone']],[None]
1426,1558,"The place is sleek, modern and playfull and i will return again frequently.",['place'],[[]],['positive'],['place'],[['sleek']],[None]
1427,546,"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.","['bistro fare', 'chef', 'food']","[[], [], []]","['positive', 'positive', 'positive']","['food', 'innovations', 'bistro fare']","[['following'], ['made'], []]","[None, None, None]"
1428,213,"Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again.","['Dim Sum', 'dinner']","[[], []]","['negative', 'positive']",['Sum place'],[[]],[None]
1429,897,We walked in on a Wednesday night and were seated promptly.,['seated'],[[]],['positive'],[],[],[]
1430,1493,We always get a sampling of appetizers and share.,['appetizers'],[[]],['neutral'],['sampling'],[['get']],[None]
1431,1223,"Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!","['atmosphere', 'people', 'food']","[[], [], []]","['positive', 'positive', 'positive']","['people energy', 'food']","[['beautiful'], ['surprising']]","[None, None]"
1432,917,"Although the place could be a little more eye catching and roomier, at the same time, it doesn't really matter.",['place'],[[]],['conflict'],"['eye catching', 'time']","[['more'], ['same']]","[None, None]"
1433,1552,The duck confit is always amazing and the foie gras terrine with figs was out of this world.,"['foie gras terrine with figs', 'duck confit']","[[], []]","['positive', 'positive']","['duck confit', 'foie terrine', 'gras terrine']","[['amazing'], [], []]","[None, None, None]"
1434,676,I recieved prompt service with a smile.,['service'],[[]],['positive'],['service'],"[['prompt', 'recieved']]",[None]
1435,1290,I loved everythig about it-especially the shows and actors.,"['shows', 'actors']","[[], []]","['positive', 'positive']",['everythig'],[['loved']],[None]
1436,815,The waiter actually poured water on my hand and walked away.,"['waiter', 'water']","[[], []]","['negative', 'neutral']","['waiter', 'water']","[['poured'], ['poured']]","[None, None]"
1437,1266,It's easy to get a table for a large group and you don't get hustled out.,['table'],[[]],['positive'],"['table', 'group']","[['get'], ['large']]","[None, None]"
1438,343,i don't usually order wine with indian so i can't comment on their wine list or their wines.,"['wine', 'indian', 'wine list', 'wines']","[[], [], [], []]","['neutral', 'neutral', 'neutral', 'neutral']","['wine list', 'wines list']","[['order'], []]","[None, None]"
1439,550,"In addition, the food is very good and the prices are reasonable.","['food', 'prices']","[[], []]","['positive', 'positive']","['food', 'prices']","[['good'], ['reasonable']]","[None, None]"
1440,1411,"Still, try it once, since if you end up loving the food, it could be one of your best dining experiences.","['food', 'dining experiences']","[[], []]","['neutral', 'positive']","['food', 'experiences']","[['loving'], ['best']]","[None, None]"
1441,1215,"Great roofdeck, nice group of 30 somethings, but no music, kind of quiet.","['roofdeck', 'music']","[[], []]","['positive', 'negative']","['group roofdeck', 'music roofdeck']","[['nice', 'Great'], ['quiet', 'Great']]","[None, None]"
1442,967,"More important, the sushi rivals the best in Tokyo.",['sushi'],[[]],['positive'],['sushi'],[['rivals']],[None]
1443,1231,instead ordered an ice cold beer which to me works with indian.,['beer'],[[]],['positive'],['beer'],"[['cold', 'ordered']]",[None]
1444,296,"May, the owner always has a smile on her and will warmly greet you.",['owner'],[[]],['positive'],"['owner', 'smile']","[['has'], ['has']]","[None, None]"
1445,696,"Having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.","['food', 'oil']","[[], []]","['positive', 'neutral']","['years', 'reviewer', 'food', 'venues']","[['last'], ['skew'], ['tasty'], ['similar']]","[None, None, None, None]"
1446,1453,Until you realize that their five minutes is meaningless and your wait may be anywhere from two to twenty minutes it may be frustrating.,['wait'],[[]],['negative'],['minutes'],[['meaningless']],[None]
1447,74,"Had we been stalling I could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!",['check'],[[]],['negative'],['check'],[['brought']],[None]
1448,606,Sauce was watery and the food didn't have much flavor.,"['Sauce', 'food', 'flavor']","[[], [], []]","['negative', 'negative', 'negative']","['Sauce', 'food', 'flavor']","[['watery'], ['have'], ['much', 'have']]","[None, None, None]"
1449,105,I've been coming here as a child and always come back for the taste.,['taste'],[[]],['positive'],[],[],[]
1450,646,I'd call it an 'italian dinner'.,['dinner'],[[]],['neutral'],['dinner'],"[['italian', 'call']]",[None]
1451,1405,The ambience is very romantic and definitely a good place to bring a date.,"['ambience', 'place']","[[], []]","['positive', 'positive']","['ambience', 'place', 'date']","[['romantic'], ['good'], ['bring']]","[None, None, None]"
1452,1974,Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.,"['table', 'waiter traffic', 'dinner plates']","[[], [], []]","['negative', 'negative', 'negative']","['table', 'plates', 'waiter traffic']","[['tiny', 'right'], ['hung'], []]","[None, None, None]"
1453,1041,When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,"['waitress', 'check']","[[], []]","['negative', 'neutral']",['waitress'],[['came']],[None]
1454,440,The food is great and reasonably priced.,"['food', 'priced']","[[], []]","['positive', 'positive']",['food'],[['great']],[None]
1455,1020,"Drinks got screwed up, she acted put upon.",['Drinks'],[[]],['negative'],[],[],[]
1456,92,Not impressed with the food.,['food'],[[]],['negative'],[],[],[]
1457,1113,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,"['scallops', 'appetizer', 'sauce']","[[], [], []]","['positive', 'positive', 'positive']","['scallops', 'sauce']","[['had'], ['wonderful']]","[None, None]"
1458,1765,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.","['chef', 'assortment of fish', 'Fatty Yellow Tail', 'Boton Shrimp', 'Sea Eel', 'Sea Urchin', 'Blue Fin Torro (Fatty Tuna)']","[[], [], [], [], [], [], []]","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']","['chef', 'fish assortment']","[['recommended'], ['recommended']]","[None, None]"
1459,909,sometimes i get good food and ok service.,"['food', 'service']","[[], []]","['positive', 'neutral']",['service food'],"[['ok', 'good', 'get']]",[None]
1460,1475,"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.","['service', 'food', 'prices']","[[], [], []]","['positive', 'positive', 'conflict']","['service', 'food', 'prices', 'wallet']","[['friendly'], ['great'], ['put'], ['put']]","[None, None, None, None]"
1461,103,and yes Dal Bukhara is so dam good and so are all the kababs.,"['kababs', 'Dal Bukhara']","[[], []]","['positive', 'positive']","['Dal', 'Bukhara']","[['good'], ['good']]","[None, None]"
1462,239,The atmosphere is great if your looking for a laid back scene and an inexpensive way to spend a weekend afternoon.,['atmosphere'],[[]],['positive'],"['atmosphere', 'way scene', 'weekend afternoon']","[['great'], ['inexpensive', 'laid', 'back'], []]","[None, None, None]"
1463,1840,Here you get the zen feel without feeling rigid.,['zen feel'],[[]],['positive'],['zen'],[['get']],[None]
1464,943,From the moment you enter till the moment you walk out the friendly and helpful staff was was just Fantastic.,['staff'],[[]],['positive'],['staff'],[['friendly']],[None]
1465,1271,The prices are about $9 for an entree for dinner and even less for lunch.,"['prices', 'entree', 'dinner', 'lunch']","[[], [], [], []]","['positive', 'positive', 'neutral', 'positive']",['dinner entree'],[[]],[None]
1466,939,"While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.","['food', 'ambience']","[[], []]","['positive', 'positive']","['ambience food', 'rating']","[['liked'], ['deserve']]","[None, None]"
1467,1702,They have some great entrees here as well.,['entrees'],[[]],['positive'],['entrees'],"[['great', 'have']]",[None]
1468,1182,Your money could easily be better spent elsewhere (Anywhere).,['money'],[[]],['neutral'],['money'],[['spent']],[None]
